payment_id,client_id,account_id,payment_date,direction,payment_type,currency,amount,counterparty_country,status
PAY-00003384,CLIENT-0115,ACC-000336,2026-01-19,OUTBOUND,BOOK_TRANSFER,USD,3962.83,AU,SETTLED
PAY-00003385,CLIENT-0172,ACC-000520,2026-04-21,INBOUND,ACH,EUR,118038.61,DE,SETTLED
PAY-00003386,CLIENT-0393,ACC-001144,2026-05-28,OUTBOUND,ACH,USD,162783.17,CH,PENDING
PAY-00003387,CLIENT-0135,ACC-000402,2025-02-23,OUTBOUND,ACH,USD,14687.47,GB,SETTLED
PAY-00003388,CLIENT-0122,ACC-000360,2025-03-04,OUTBOUND,REAL_TIME_PAYMENT,USD,229203.70,NL,SETTLED
PAY-00003389,CLIENT-0479,ACC-001419,2026-06-10,INBOUND,REAL_TIME_PAYMENT,USD,4747.31,SG,SETTLED
PAY-00003390,CLIENT-0222,ACC-000662,2025-03-22,INBOUND,REAL_TIME_PAYMENT,EUR,3497.04,US,SETTLED
PAY-00003391,CLIENT-0106,ACC-000305,2025-02-05,OUTBOUND,WIRE,GBP,190076.96,DE,SETTLED
PAY-00003392,CLIENT-0253,ACC-000760,2024-05-31,INBOUND,SEPA,USD,116378.85,FR,SETTLED
PAY-00003393,CLIENT-0372,ACC-001084,2026-06-16,INBOUND,CARD,EUR,5454.21,AU,SETTLED
PAY-00003394,CLIENT-0057,ACC-000160,2025-09-01,OUTBOUND,BOOK_TRANSFER,SGD,3185.37,IE,SETTLED
PAY-00003395,CLIENT-0456,ACC-001346,2025-07-12,INBOUND,WIRE,USD,123188.29,SG,SETTLED
PAY-00003396,CLIENT-0121,ACC-000358,2025-02-08,OUTBOUND,SWIFT,USD,2622.79,NL,SETTLED
PAY-00003397,CLIENT-0452,ACC-001335,2026-05-09,OUTBOUND,SWIFT,USD,104238.46,IN,SETTLED
PAY-00003398,CLIENT-0098,ACC-000283,2026-04-02,OUTBOUND,SEPA,USD,98129.24,IN,REJECTED
PAY-00003399,CLIENT-0458,ACC-001355,2024-08-06,OUTBOUND,CARD,USD,198015.42,GB,SETTLED
PAY-00003400,CLIENT-0406,ACC-001194,2024-11-11,INBOUND,SWIFT,EUR,146692.63,IN,SETTLED
PAY-00003401,CLIENT-0136,ACC-000405,2024-05-15,OUTBOUND,REAL_TIME_PAYMENT,USD,214146.04,AU,SETTLED
PAY-00003402,CLIENT-0466,ACC-001377,2025-12-08,INBOUND,FX_TRANSFER,INR,238520.17,DE,SETTLED
PAY-00003403,CLIENT-0084,ACC-000236,2024-08-13,INBOUND,SWIFT,SGD,82782.01,JP,REJECTED
PAY-00003404,CLIENT-0282,ACC-000835,2024-07-17,OUTBOUND,CARD,USD,12564.93,AE,SETTLED
PAY-00003405,CLIENT-0012,ACC-000027,2026-07-30,INBOUND,WIRE,CAD,3579.09,NL,PENDING
PAY-00003406,CLIENT-0442,ACC-001304,2025-03-30,OUTBOUND,FX_TRANSFER,USD,12974.89,AU,RETURNED
PAY-00003407,CLIENT-0201,ACC-000602,2026-02-03,OUTBOUND,REAL_TIME_PAYMENT,USD,6007.02,CA,SETTLED
PAY-00003408,CLIENT-0266,ACC-000796,2025-06-06,INBOUND,REAL_TIME_PAYMENT,EUR,9520.40,SG,SETTLED
PAY-00003409,CLIENT-0100,ACC-000288,2026-03-19,INBOUND,SWIFT,EUR,42137.21,BR,REJECTED
PAY-00003410,CLIENT-0090,ACC-000255,2025-05-14,INBOUND,SEPA,CHF,107867.41,IN,SETTLED
PAY-00003411,CLIENT-0199,ACC-000595,2024-05-11,OUTBOUND,ACH,EUR,3281.63,US,SETTLED
PAY-00003412,CLIENT-0383,ACC-001113,2024-04-28,INBOUND,SWIFT,USD,230482.55,SG,SETTLED
PAY-00003413,CLIENT-0490,ACC-001463,2025-02-12,INBOUND,CARD,BRL,12466.27,IE,SETTLED
PAY-00003414,CLIENT-0494,ACC-001475,2024-05-28,INBOUND,FX_TRANSFER,EUR,133238.06,US,SETTLED
PAY-00003415,CLIENT-0343,ACC-001005,2026-02-09,OUTBOUND,SEPA,CAD,225886.13,SG,SETTLED
PAY-00003416,CLIENT-0338,ACC-000986,2025-02-03,INBOUND,SWIFT,USD,378.38,NL,SETTLED
PAY-00003417,CLIENT-0087,ACC-000247,2024-03-23,OUTBOUND,ACH,GBP,140451.30,FR,SETTLED
PAY-00003418,CLIENT-0210,ACC-000624,2024-12-28,INBOUND,BOOK_TRANSFER,MXN,222052.42,CA,SETTLED
PAY-00003419,CLIENT-0391,ACC-001136,2024-05-17,INBOUND,REAL_TIME_PAYMENT,USD,5459.82,GB,SETTLED
PAY-00003420,CLIENT-0291,ACC-000864,2026-05-09,INBOUND,SEPA,EUR,173720.83,GB,SETTLED
PAY-00003421,CLIENT-0271,ACC-000807,2026-03-04,OUTBOUND,ACH,GBP,40888.68,US,SETTLED
PAY-00003422,CLIENT-0152,ACC-000459,2025-10-31,INBOUND,SEPA,USD,150.14,GB,PENDING
PAY-00003423,CLIENT-0351,ACC-001027,2025-11-30,INBOUND,BOOK_TRANSFER,EUR,6226.99,IN,SETTLED
PAY-00003424,CLIENT-0096,ACC-000275,2025-04-06,OUTBOUND,SEPA,EUR,13307.74,AE,SETTLED
PAY-00003425,CLIENT-0189,ACC-000567,2024-11-04,OUTBOUND,CARD,USD,13634.10,AE,SETTLED
PAY-00003426,CLIENT-0478,ACC-001417,2025-11-19,OUTBOUND,SEPA,USD,107397.33,US,SETTLED
PAY-00003427,CLIENT-0086,ACC-000242,2025-10-23,INBOUND,ACH,USD,829.52,IN,SETTLED
PAY-00003428,CLIENT-0165,ACC-000499,2025-06-15,OUTBOUND,WIRE,INR,11990.55,AU,SETTLED
PAY-00003429,CLIENT-0205,ACC-000612,2025-06-21,OUTBOUND,WIRE,USD,5701.40,IN,SETTLED
PAY-00003430,CLIENT-0455,ACC-001341,2025-12-27,OUTBOUND,SEPA,SGD,3080.82,NL,SETTLED
PAY-00003431,CLIENT-0213,ACC-000634,2025-10-26,INBOUND,SWIFT,USD,168964.45,MX,SETTLED
PAY-00003432,CLIENT-0031,ACC-000085,2024-11-03,INBOUND,BOOK_TRANSFER,EUR,67181.05,IE,SETTLED
PAY-00003433,CLIENT-0263,ACC-000789,2024-11-22,INBOUND,SEPA,USD,9783.16,AE,PENDING
PAY-00003434,CLIENT-0477,ACC-001413,2025-06-22,INBOUND,CARD,USD,1474.81,IN,SETTLED
PAY-00003435,CLIENT-0306,ACC-000901,2026-01-02,INBOUND,SWIFT,EUR,6643.96,FR,SETTLED
PAY-00003436,CLIENT-0141,ACC-000420,2026-03-01,OUTBOUND,BOOK_TRANSFER,CAD,60650.53,AE,PENDING
PAY-00003437,CLIENT-0035,ACC-000093,2025-08-20,INBOUND,WIRE,EUR,121675.35,NL,SETTLED
PAY-00003438,CLIENT-0196,ACC-000580,2026-01-21,INBOUND,SEPA,USD,169284.95,AU,PENDING
PAY-00003439,CLIENT-0187,ACC-000556,2026-07-25,OUTBOUND,BOOK_TRANSFER,JPY,1817.96,DE,SETTLED
PAY-00003440,CLIENT-0490,ACC-001465,2025-04-17,OUTBOUND,WIRE,BRL,12009.67,IN,SETTLED
PAY-00003441,CLIENT-0458,ACC-001355,2024-06-20,OUTBOUND,BOOK_TRANSFER,USD,164560.87,CH,SETTLED
PAY-00003442,CLIENT-0179,ACC-000540,2026-05-01,INBOUND,SEPA,CAD,10551.71,FR,SETTLED
PAY-00003443,CLIENT-0153,ACC-000460,2026-03-16,INBOUND,CARD,USD,41189.97,IN,SETTLED
PAY-00003444,CLIENT-0465,ACC-001372,2025-06-06,INBOUND,FX_TRANSFER,USD,11157.11,BR,SETTLED
PAY-00003445,CLIENT-0309,ACC-000912,2024-11-27,OUTBOUND,REAL_TIME_PAYMENT,USD,30440.45,BR,SETTLED
PAY-00003446,CLIENT-0021,ACC-000059,2026-02-15,OUTBOUND,FX_TRANSFER,USD,189032.58,SG,SETTLED
PAY-00003447,CLIENT-0136,ACC-000407,2025-02-16,INBOUND,BOOK_TRANSFER,USD,64862.50,BR,REJECTED
PAY-00003448,CLIENT-0216,ACC-000645,2025-01-12,INBOUND,BOOK_TRANSFER,USD,8702.41,NL,SETTLED
PAY-00003449,CLIENT-0115,ACC-000336,2025-12-21,OUTBOUND,SWIFT,USD,5330.88,MX,SETTLED
PAY-00003450,CLIENT-0114,ACC-000332,2026-07-11,OUTBOUND,CARD,USD,173782.90,MX,SETTLED
PAY-00003451,CLIENT-0277,ACC-000827,2026-03-30,OUTBOUND,ACH,CAD,11478.00,IN,SETTLED
PAY-00003452,CLIENT-0188,ACC-000563,2025-03-25,INBOUND,FX_TRANSFER,EUR,70817.20,FR,PENDING
PAY-00003453,CLIENT-0401,ACC-001173,2026-07-05,INBOUND,WIRE,EUR,4952.87,SG,SETTLED
PAY-00003454,CLIENT-0295,ACC-000870,2024-11-15,INBOUND,FX_TRANSFER,GBP,53017.32,CA,SETTLED
PAY-00003455,CLIENT-0034,ACC-000091,2026-02-17,INBOUND,CARD,USD,169266.47,BR,SETTLED
PAY-00003456,CLIENT-0049,ACC-000132,2026-02-23,INBOUND,CARD,USD,185338.46,FR,SETTLED
PAY-00003457,CLIENT-0467,ACC-001381,2026-01-29,OUTBOUND,BOOK_TRANSFER,USD,641.38,JP,SETTLED
PAY-00003458,CLIENT-0244,ACC-000738,2025-07-08,INBOUND,FX_TRANSFER,EUR,11969.88,IE,SETTLED
PAY-00003459,CLIENT-0212,ACC-000630,2026-05-22,OUTBOUND,CARD,USD,7944.77,IE,SETTLED
PAY-00003460,CLIENT-0129,ACC-000381,2025-04-01,INBOUND,SEPA,EUR,62.14,US,SETTLED
PAY-00003461,CLIENT-0220,ACC-000655,2026-03-24,OUTBOUND,FX_TRANSFER,USD,221083.24,DE,SETTLED
PAY-00003462,CLIENT-0319,ACC-000935,2025-06-29,INBOUND,BOOK_TRANSFER,MXN,912.96,AU,SETTLED
PAY-00003463,CLIENT-0211,ACC-000629,2026-07-18,OUTBOUND,WIRE,USD,78569.31,US,SETTLED
PAY-00003464,CLIENT-0106,ACC-000304,2026-04-25,OUTBOUND,REAL_TIME_PAYMENT,GBP,181598.28,IN,SETTLED
PAY-00003465,CLIENT-0024,ACC-000065,2026-07-25,OUTBOUND,FX_TRANSFER,GBP,14198.01,JP,SETTLED
PAY-00003466,CLIENT-0461,ACC-001360,2026-02-03,OUTBOUND,BOOK_TRANSFER,EUR,85971.40,SG,SETTLED
PAY-00003467,CLIENT-0287,ACC-000850,2024-06-21,OUTBOUND,CARD,USD,9335.02,IN,SETTLED
PAY-00003468,CLIENT-0060,ACC-000167,2025-12-20,INBOUND,SEPA,GBP,7922.12,CA,SETTLED
PAY-00003469,CLIENT-0296,ACC-000874,2026-03-02,OUTBOUND,SWIFT,EUR,151107.51,FR,SETTLED
PAY-00003470,CLIENT-0001,ACC-000003,2026-03-24,INBOUND,REAL_TIME_PAYMENT,AED,75052.82,IE,SETTLED
PAY-00003471,CLIENT-0375,ACC-001088,2025-07-15,INBOUND,REAL_TIME_PAYMENT,USD,234059.72,DE,SETTLED
PAY-00003472,CLIENT-0092,ACC-000262,2026-06-17,INBOUND,SWIFT,USD,238115.26,SG,PENDING
PAY-00003473,CLIENT-0137,ACC-000410,2025-08-30,INBOUND,SWIFT,JPY,44719.39,FR,SETTLED
PAY-00003474,CLIENT-0050,ACC-000137,2026-06-03,INBOUND,SWIFT,AUD,223611.46,FR,SETTLED
PAY-00003475,CLIENT-0389,ACC-001131,2024-05-18,OUTBOUND,ACH,USD,5527.75,JP,PENDING
PAY-00003476,CLIENT-0373,ACC-001086,2026-06-11,OUTBOUND,BOOK_TRANSFER,USD,234458.07,JP,SETTLED
PAY-00003477,CLIENT-0229,ACC-000681,2026-01-07,OUTBOUND,WIRE,USD,211830.39,CA,SETTLED
PAY-00003478,CLIENT-0428,ACC-001263,2025-12-31,INBOUND,WIRE,SGD,104427.44,JP,SETTLED
PAY-00003479,CLIENT-0231,ACC-000690,2026-07-17,INBOUND,WIRE,EUR,176567.76,MX,SETTLED
PAY-00003480,CLIENT-0369,ACC-001077,2026-06-04,INBOUND,FX_TRANSFER,USD,44094.38,MX,SETTLED
PAY-00003481,CLIENT-0351,ACC-001027,2026-02-19,OUTBOUND,ACH,EUR,12711.06,MX,SETTLED
PAY-00003482,CLIENT-0143,ACC-000426,2025-10-26,INBOUND,REAL_TIME_PAYMENT,USD,74610.82,AU,SETTLED
PAY-00003483,CLIENT-0339,ACC-000988,2026-03-28,OUTBOUND,ACH,EUR,87456.59,IN,SETTLED
PAY-00003484,CLIENT-0391,ACC-001137,2025-09-28,OUTBOUND,WIRE,USD,1638.65,AE,SETTLED
PAY-00003485,CLIENT-0475,ACC-001406,2025-05-05,INBOUND,SEPA,USD,214659.32,JP,SETTLED
PAY-00003486,CLIENT-0336,ACC-000980,2025-12-03,INBOUND,REAL_TIME_PAYMENT,USD,63629.20,BR,SETTLED
PAY-00003487,CLIENT-0136,ACC-000407,2026-07-12,INBOUND,FX_TRANSFER,USD,190210.56,AE,SETTLED
PAY-00003488,CLIENT-0465,ACC-001375,2025-06-23,INBOUND,CARD,USD,14547.25,IN,SETTLED
PAY-00003489,CLIENT-0308,ACC-000908,2026-04-05,OUTBOUND,CARD,EUR,161841.86,AU,SETTLED
PAY-00003490,CLIENT-0016,ACC-000041,2026-06-14,INBOUND,FX_TRANSFER,USD,4180.50,CH,SETTLED
PAY-00003491,CLIENT-0197,ACC-000589,2026-03-23,INBOUND,SEPA,USD,42587.04,CA,SETTLED
PAY-00003492,CLIENT-0431,ACC-001271,2026-03-23,OUTBOUND,BOOK_TRANSFER,MXN,3842.35,CH,PENDING
PAY-00003493,CLIENT-0334,ACC-000978,2026-04-26,INBOUND,CARD,USD,87388.66,FR,SETTLED
PAY-00003494,CLIENT-0025,ACC-000069,2026-01-22,OUTBOUND,FX_TRANSFER,USD,132518.19,BR,SETTLED
PAY-00003495,CLIENT-0048,ACC-000130,2025-02-04,OUTBOUND,WIRE,USD,82224.61,DE,SETTLED
PAY-00003496,CLIENT-0157,ACC-000476,2025-05-22,OUTBOUND,ACH,GBP,219733.45,SG,SETTLED
PAY-00003497,CLIENT-0074,ACC-000208,2024-03-23,INBOUND,SEPA,USD,197134.33,NL,SETTLED
PAY-00003498,CLIENT-0265,ACC-000793,2026-04-04,INBOUND,WIRE,USD,158549.13,NL,SETTLED
PAY-00003499,CLIENT-0369,ACC-001078,2024-03-08,INBOUND,SWIFT,USD,246388.67,SG,SETTLED
PAY-00003500,CLIENT-0197,ACC-000585,2026-07-27,INBOUND,SEPA,JPY,208308.28,CH,SETTLED
PAY-00003501,CLIENT-0022,ACC-000060,2024-05-18,INBOUND,SWIFT,EUR,9109.48,DE,SETTLED
PAY-00003502,CLIENT-0066,ACC-000182,2025-04-30,INBOUND,BOOK_TRANSFER,MXN,120835.56,IN,PENDING
PAY-00003503,CLIENT-0335,ACC-000979,2026-01-11,OUTBOUND,BOOK_TRANSFER,MXN,10062.85,CH,SETTLED
PAY-00003504,CLIENT-0104,ACC-000297,2026-06-10,INBOUND,SEPA,USD,208621.09,IE,SETTLED
PAY-00003505,CLIENT-0290,ACC-000861,2025-03-30,OUTBOUND,CARD,EUR,12477.61,NL,SETTLED
PAY-00003506,CLIENT-0296,ACC-000874,2026-06-16,INBOUND,REAL_TIME_PAYMENT,EUR,185474.22,GB,SETTLED
PAY-00003507,CLIENT-0247,ACC-000742,2025-10-24,INBOUND,WIRE,USD,162720.40,MX,PENDING
PAY-00003508,CLIENT-0087,ACC-000247,2024-04-21,OUTBOUND,REAL_TIME_PAYMENT,GBP,209340.08,AE,SETTLED
PAY-00003509,CLIENT-0470,ACC-001390,2024-10-05,OUTBOUND,REAL_TIME_PAYMENT,INR,14142.26,AE,SETTLED
PAY-00003510,CLIENT-0034,ACC-000091,2025-01-02,OUTBOUND,FX_TRANSFER,USD,172528.33,BR,SETTLED
PAY-00003511,CLIENT-0127,ACC-000376,2024-01-27,OUTBOUND,SEPA,USD,180468.09,FR,SETTLED
PAY-00003512,CLIENT-0124,ACC-000369,2026-04-14,OUTBOUND,FX_TRANSFER,USD,179738.23,MX,SETTLED
PAY-00003513,CLIENT-0131,ACC-000391,2024-07-24,INBOUND,FX_TRANSFER,AUD,19364.78,IE,SETTLED
PAY-00003514,CLIENT-0120,ACC-000352,2026-04-26,INBOUND,FX_TRANSFER,CHF,28189.33,NL,SETTLED
PAY-00003515,CLIENT-0209,ACC-000620,2026-01-08,OUTBOUND,SEPA,USD,193885.69,CH,SETTLED
PAY-00003516,CLIENT-0305,ACC-000895,2025-02-24,OUTBOUND,ACH,USD,843.44,FR,PENDING
PAY-00003517,CLIENT-0215,ACC-000644,2025-12-19,OUTBOUND,REAL_TIME_PAYMENT,SGD,4344.19,US,SETTLED
PAY-00003518,CLIENT-0371,ACC-001082,2025-07-24,INBOUND,SEPA,USD,191434.68,US,SETTLED
PAY-00003519,CLIENT-0031,ACC-000083,2025-04-07,OUTBOUND,REAL_TIME_PAYMENT,USD,209707.61,NL,PENDING
PAY-00003520,CLIENT-0119,ACC-000350,2026-07-15,OUTBOUND,SWIFT,USD,219131.97,BR,PENDING
PAY-00003521,CLIENT-0108,ACC-000310,2026-03-09,INBOUND,ACH,USD,178885.76,DE,PENDING
PAY-00003522,CLIENT-0121,ACC-000356,2026-01-29,OUTBOUND,SWIFT,USD,14929.34,DE,SETTLED
PAY-00003523,CLIENT-0336,ACC-000981,2026-05-02,OUTBOUND,CARD,USD,136436.80,IE,SETTLED
PAY-00003524,CLIENT-0070,ACC-000195,2026-04-08,INBOUND,BOOK_TRANSFER,USD,177383.14,BR,SETTLED
PAY-00003525,CLIENT-0298,ACC-000880,2024-08-23,INBOUND,SEPA,USD,10562.61,NL,SETTLED
PAY-00003526,CLIENT-0238,ACC-000717,2025-03-28,INBOUND,CARD,USD,42780.18,JP,SETTLED
PAY-00003527,CLIENT-0244,ACC-000735,2026-07-21,INBOUND,FX_TRANSFER,EUR,9085.00,BR,SETTLED
PAY-00003528,CLIENT-0286,ACC-000848,2026-03-28,OUTBOUND,WIRE,GBP,61448.99,SG,SETTLED
PAY-00003529,CLIENT-0218,ACC-000649,2026-07-17,INBOUND,SWIFT,MXN,152146.95,NL,SETTLED
PAY-00003530,CLIENT-0268,ACC-000800,2024-05-13,INBOUND,WIRE,EUR,151622.37,FR,PENDING
PAY-00003531,CLIENT-0092,ACC-000261,2026-04-11,OUTBOUND,CARD,AUD,221965.35,NL,SETTLED
PAY-00003532,CLIENT-0094,ACC-000265,2026-07-12,INBOUND,CARD,USD,3047.08,NL,SETTLED
PAY-00003533,CLIENT-0351,ACC-001029,2026-06-19,OUTBOUND,SWIFT,EUR,3255.21,FR,SETTLED
PAY-00003534,CLIENT-0074,ACC-000205,2025-07-18,OUTBOUND,WIRE,EUR,204408.72,CA,SETTLED
PAY-00003535,CLIENT-0096,ACC-000273,2026-03-17,INBOUND,SEPA,JPY,13597.42,DE,RETURNED
PAY-00003536,CLIENT-0477,ACC-001410,2025-08-17,INBOUND,BOOK_TRANSFER,USD,5730.20,IE,SETTLED
PAY-00003537,CLIENT-0453,ACC-001339,2026-02-03,OUTBOUND,ACH,USD,125868.47,IE,SETTLED
PAY-00003538,CLIENT-0235,ACC-000706,2026-04-06,INBOUND,BOOK_TRANSFER,USD,34185.94,CA,SETTLED
PAY-00003539,CLIENT-0199,ACC-000597,2025-10-06,INBOUND,SWIFT,USD,13156.09,JP,SETTLED
PAY-00003540,CLIENT-0224,ACC-000668,2026-04-29,INBOUND,ACH,USD,10749.97,CH,SETTLED
PAY-00003541,CLIENT-0031,ACC-000084,2024-12-18,INBOUND,WIRE,EUR,9299.58,FR,PENDING
PAY-00003542,CLIENT-0359,ACC-001052,2025-02-16,INBOUND,REAL_TIME_PAYMENT,AUD,166344.69,JP,SETTLED
PAY-00003543,CLIENT-0096,ACC-000272,2026-04-15,OUTBOUND,SWIFT,USD,14680.54,AE,SETTLED
PAY-00003544,CLIENT-0177,ACC-000533,2025-05-29,INBOUND,SEPA,USD,12722.56,CA,SETTLED
PAY-00003545,CLIENT-0062,ACC-000172,2026-06-23,OUTBOUND,SEPA,USD,190069.54,IE,PENDING
PAY-00003546,CLIENT-0306,ACC-000901,2025-09-21,INBOUND,WIRE,EUR,3896.73,US,SETTLED
PAY-00003547,CLIENT-0375,ACC-001090,2026-07-08,INBOUND,SWIFT,INR,198541.61,MX,SETTLED
PAY-00003548,CLIENT-0013,ACC-000031,2025-09-08,INBOUND,SWIFT,USD,162308.56,CA,SETTLED
PAY-00003549,CLIENT-0010,ACC-000022,2025-11-30,OUTBOUND,ACH,USD,23669.40,CH,SETTLED
PAY-00003550,CLIENT-0336,ACC-000980,2025-10-01,INBOUND,WIRE,USD,157710.69,AE,SETTLED
PAY-00003551,CLIENT-0090,ACC-000256,2026-06-27,OUTBOUND,REAL_TIME_PAYMENT,GBP,191622.28,JP,SETTLED
PAY-00003552,CLIENT-0110,ACC-000317,2026-07-05,INBOUND,CARD,USD,5979.97,SG,SETTLED
PAY-00003553,CLIENT-0436,ACC-001289,2025-04-30,INBOUND,SWIFT,BRL,150256.92,IE,SETTLED
PAY-00003554,CLIENT-0106,ACC-000302,2025-05-17,OUTBOUND,REAL_TIME_PAYMENT,USD,18536.34,US,PENDING
PAY-00003555,CLIENT-0360,ACC-001055,2026-07-12,OUTBOUND,REAL_TIME_PAYMENT,INR,3538.57,CH,PENDING
PAY-00003556,CLIENT-0106,ACC-000304,2026-05-24,INBOUND,SEPA,GBP,92201.33,FR,SETTLED
PAY-00003557,CLIENT-0024,ACC-000063,2025-10-01,INBOUND,REAL_TIME_PAYMENT,USD,4096.58,DE,SETTLED
PAY-00003558,CLIENT-0323,ACC-000947,2026-05-12,OUTBOUND,SEPA,CHF,218559.48,FR,SETTLED
PAY-00003559,CLIENT-0380,ACC-001105,2024-07-24,OUTBOUND,SEPA,USD,2215.72,CA,SETTLED
PAY-00003560,CLIENT-0455,ACC-001343,2024-08-14,OUTBOUND,SWIFT,EUR,187668.02,US,SETTLED
PAY-00003561,CLIENT-0398,ACC-001165,2025-07-17,INBOUND,SWIFT,CAD,4096.17,NL,SETTLED
PAY-00003562,CLIENT-0031,ACC-000086,2024-08-17,OUTBOUND,FX_TRANSFER,AED,37418.85,GB,SETTLED
PAY-00003563,CLIENT-0018,ACC-000045,2025-04-19,INBOUND,WIRE,SGD,109817.53,GB,SETTLED
PAY-00003564,CLIENT-0052,ACC-000143,2025-12-01,INBOUND,SEPA,USD,45984.88,GB,SETTLED
PAY-00003565,CLIENT-0219,ACC-000651,2026-06-05,INBOUND,SEPA,USD,139726.10,BR,SETTLED
PAY-00003566,CLIENT-0432,ACC-001274,2025-05-28,OUTBOUND,REAL_TIME_PAYMENT,INR,218223.69,AE,SETTLED
PAY-00003567,CLIENT-0050,ACC-000137,2026-05-30,INBOUND,CARD,AUD,17046.02,AU,SETTLED
PAY-00003568,CLIENT-0090,ACC-000255,2024-12-21,INBOUND,WIRE,CHF,183568.56,AU,SETTLED
PAY-00003569,CLIENT-0150,ACC-000451,2026-07-22,OUTBOUND,BOOK_TRANSFER,USD,51053.13,BR,SETTLED
PAY-00003570,CLIENT-0247,ACC-000743,2024-08-16,INBOUND,SEPA,MXN,40498.90,MX,SETTLED
PAY-00003571,CLIENT-0177,ACC-000532,2025-12-10,OUTBOUND,SEPA,USD,11317.17,IN,RETURNED
PAY-00003572,CLIENT-0156,ACC-000472,2024-08-31,INBOUND,WIRE,USD,6208.84,JP,SETTLED
PAY-00003573,CLIENT-0131,ACC-000390,2025-02-21,OUTBOUND,WIRE,USD,128635.06,AE,SETTLED
PAY-00003574,CLIENT-0341,ACC-000998,2026-06-01,OUTBOUND,FX_TRANSFER,USD,12412.79,NL,SETTLED
PAY-00003575,CLIENT-0200,ACC-000599,2025-07-25,INBOUND,WIRE,USD,2297.95,NL,SETTLED
PAY-00003576,CLIENT-0115,ACC-000334,2025-02-22,OUTBOUND,REAL_TIME_PAYMENT,USD,10274.69,IN,SETTLED
PAY-00003577,CLIENT-0122,ACC-000360,2026-01-10,OUTBOUND,BOOK_TRANSFER,USD,90468.97,FR,SETTLED
PAY-00003578,CLIENT-0112,ACC-000326,2024-10-18,INBOUND,SEPA,USD,216683.17,AE,SETTLED
PAY-00003579,CLIENT-0015,ACC-000037,2026-06-28,INBOUND,ACH,EUR,140332.33,SG,SETTLED
PAY-00003580,CLIENT-0099,ACC-000287,2025-04-27,INBOUND,BOOK_TRANSFER,EUR,41030.36,FR,SETTLED
PAY-00003581,CLIENT-0147,ACC-000442,2024-09-26,INBOUND,WIRE,USD,126810.76,GB,SETTLED
PAY-00003582,CLIENT-0070,ACC-000193,2025-08-01,INBOUND,WIRE,USD,47527.80,NL,SETTLED
PAY-00003583,CLIENT-0127,ACC-000377,2024-07-13,OUTBOUND,FX_TRANSFER,USD,160417.03,US,SETTLED
PAY-00003584,CLIENT-0104,ACC-000297,2026-06-15,OUTBOUND,SEPA,USD,3702.96,DE,SETTLED
PAY-00003585,CLIENT-0382,ACC-001110,2026-02-04,OUTBOUND,CARD,USD,154515.85,SG,SETTLED
PAY-00003586,CLIENT-0488,ACC-001451,2026-06-17,INBOUND,CARD,EUR,41803.81,BR,PENDING
PAY-00003587,CLIENT-0092,ACC-000260,2026-07-09,INBOUND,SWIFT,AUD,93777.66,IN,SETTLED
PAY-00003588,CLIENT-0408,ACC-001198,2025-08-27,INBOUND,REAL_TIME_PAYMENT,USD,175672.32,NL,SETTLED
PAY-00003589,CLIENT-0211,ACC-000629,2026-07-23,OUTBOUND,BOOK_TRANSFER,USD,4227.15,JP,SETTLED
PAY-00003590,CLIENT-0222,ACC-000664,2024-12-01,INBOUND,FX_TRANSFER,USD,221421.67,IE,SETTLED
PAY-00003591,CLIENT-0074,ACC-000209,2024-06-11,OUTBOUND,SEPA,EUR,32270.92,FR,SETTLED
PAY-00003592,CLIENT-0403,ACC-001185,2025-10-21,OUTBOUND,FX_TRANSFER,USD,123623.79,CH,SETTLED
PAY-00003593,CLIENT-0114,ACC-000330,2026-07-30,OUTBOUND,ACH,AUD,75364.36,FR,SETTLED
PAY-00003594,CLIENT-0436,ACC-001289,2026-01-19,INBOUND,FX_TRANSFER,BRL,106052.29,US,SETTLED
PAY-00003595,CLIENT-0399,ACC-001169,2025-12-02,INBOUND,BOOK_TRANSFER,EUR,2073.49,IE,SETTLED
PAY-00003596,CLIENT-0410,ACC-001203,2025-11-15,INBOUND,CARD,JPY,151491.32,CA,SETTLED
PAY-00003597,CLIENT-0043,ACC-000116,2025-12-29,OUTBOUND,FX_TRANSFER,USD,94645.59,CH,SETTLED
PAY-00003598,CLIENT-0377,ACC-001095,2026-02-26,OUTBOUND,FX_TRANSFER,AED,3591.84,NL,SETTLED
PAY-00003599,CLIENT-0464,ACC-001370,2026-04-09,OUTBOUND,REAL_TIME_PAYMENT,USD,248607.36,DE,SETTLED
PAY-00003600,CLIENT-0323,ACC-000950,2025-08-05,INBOUND,SWIFT,USD,135111.87,IE,SETTLED
PAY-00003601,CLIENT-0051,ACC-000139,2026-02-01,OUTBOUND,WIRE,CAD,7499.62,FR,SETTLED
PAY-00003602,CLIENT-0156,ACC-000470,2026-01-07,OUTBOUND,CARD,USD,217959.20,DE,SETTLED
PAY-00003603,CLIENT-0088,ACC-000248,2026-07-30,OUTBOUND,SEPA,USD,126148.98,DE,SETTLED
PAY-00003604,CLIENT-0479,ACC-001419,2026-05-20,INBOUND,ACH,USD,223956.12,CH,PENDING
PAY-00003605,CLIENT-0222,ACC-000663,2025-08-31,OUTBOUND,WIRE,EUR,204901.42,CH,SETTLED
